20230101T000000.100000,6,0,2426.5,-2693.46,407.093,0,0,0,11754.7,10293.8,-1575.75,9601.89,1749.11,21029
20230101T000000.100000,6,1,8604.45,-5988.69,-317.575,0,0,0,57534.8,82341.4,4370.51,118532,-3041.87,175842
20230101T000000.100000,6,2,4908.99,-3328.69,232.96,0,0,0,17831.5,26074.8,-1827.68,38604.6,1239.31,56285.5
20230101T000000.100000,6,3,7450.23,-6186.52,-346.847,0,0,0,61388.7,73619.6,4132.78,88914,-3431.78,150046
20230101T000000.100000,6,4,1407.05,-406.842,-55.5213,0,0,0,328.362,897.547,122.667,3172.97,-35.4685,3432.59
20230101T000000.100000,6,5,8759.47,-5592.06,-1415.02,0,0,0,52354.5,76892.1,19824.5,123711,-12656,172800
20230101T000000.100000,6,6,9688.64,-4380.09,234.229,0,0,0,30822.3,67842.5,-3629.7,150217,1640.93,180888
20230101T000000.100000,6,7,7011.12,-4387.43,1998.46,0,0,0,35434.7,46316.5,-22406,80464.6,14021.2,109452
20230101T000000.100000,6,8,422.462,44.8701,-113.437,0,0,0,82.6547,-21.8928,60.8142,286.455,6.45913,293.04
20230101T000000.100000,6,9,8494.94,1483.08,-50.6586,0,0,0,3585.35,-20146.4,688.176,115464,120.145,118982
20230101T000000.100000,6,10,6201.09,998.268,369.67,0,0,0,1869.76,-9860.25,-3664.07,61532.8,-589.851,63120.4
20230101T000000.100000,6,11,3918.08,1589.01,-231.173,0,0,0,4168.17,-9909.42,1445.97,24583.3,586.428,28602.3
20230101T000000.100000,6,12,6737.7,4026.71,-95.1834,0,0,0,26000.9,-43374.7,1025.44,72655.3,612.844,98577.6
20230101T000000.100000,6,13,8549.19,1106.08,-250.882,0,0,0,2119.41,-15108.8,3429.9,116945,443.755,118900
20230101T000000.100000,6,14,6223.18,4781.37,-174.95,0,0,0,36649.4,-47554,1740.86,62006.7,1337.53,98543.2
20230101T000000.100000,6,15,187.625,225.243,-63.2697,0,0,0,108.849,-34.3961,10.5464,96.208,12.6609,140.349
20230101T000000.100000,6,16,3738.77,5609.36,-823.304,0,0,0,50696.9,-33025.8,4920.76,23160,7382.73,72710.3
20230101T000000.100000,6,17,2699.76,4796.16,-97.3495,0,0,0,36824.1,-20683.7,419.957,11722,746.06,48467
20230101T000000.100000,6,18,2863.24,3865.84,-1099.07,0,0,0,24617.8,-16756.6,5026.75,14404.4,6786.95,37031.8
20230101T000000.100000,3,0,2426.5,-2693.46,407.093,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,1,8604.45,-5988.69,-317.575,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,2,4908.99,-3328.69,232.96,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,3,7450.23,-6186.52,-346.847,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,4,1407.05,-406.842,-55.5213,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,5,8759.47,-5592.06,-1415.02,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,6,9688.64,-4380.09,234.229,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,7,7011.12,-4387.43,1998.46,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,8,422.462,44.8701,-113.437,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,9,8494.94,1483.08,-50.6586,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,10,6201.09,998.268,369.67,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,11,3918.08,1589.01,-231.173,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,12,6737.7,4026.71,-95.1834,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,13,8549.2,1106.08,-250.882,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,14,6223.18,4781.37,-174.95,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,15,187.625,225.243,-63.2697,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,16,3738.77,5609.36,-823.304,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,17,2699.76,4796.16,-97.3495,0,0,0,2500,0,0,2500,0,2500
20230101T000000.100000,3,18,2863.24,3865.84,-1099.07,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,6,19,1127.34,-1535.44,254.222,0,0,0,3830.39,2690.22,-453.584,2141.47,617.786,5806.69
20230101T000000.200000,6,20,7800.77,-9187.81,871.815,0,0,0,135601,114044,-10878.3,98107,12812.6,232429
20230101T000000.200000,6,21,5750.63,-5087.68,-2612.41,0,0,0,47572.5,41364.3,24022.2,57731.1,-21252.8,94333.5
20230101T000000.200000,6,22,9488.54,-2498.47,-56.7491,0,0,0,10052.4,37913.8,861.187,144056,-226.763,154040
20230101T000000.200000,6,23,1299.42,168.486,-16.0291,0,0,0,108.757,-342.082,32.5494,2702.66,4.22043,2747.02
20230101T000000.200000,6,24,4221.56,67.1556,322.077,0,0,0,236.762,-449.95,-2170.61,28514.5,-34.5297,28522
20230101T000000.200000,6,25,5495.5,1316.11,-433.862,0,0,0,3116.44,-11489.6,3810.11,48340.5,912.477,51092.5
20230101T000000.200000,6,26,2045.68,519.876,-310.796,0,0,0,636.45,-1649.75,1008.32,6708.87,256.249,7129.48
20230101T000000.200000,6,27,5557.07,2686.89,897.966,0,0,0,12647.5,-23359.9,-7975.89,49666.1,-3856.41,60962.1
20230101T000000.200000,6,28,1095.6,1849.98,-262.603,0,0,0,5520.89,-3166.91,456.408,2048.91,770.669,7397.35
20230101T000000.200000,6,29,3293.38,2774.62,-602.812,0,0,0,12694.4,-14303.2,3169.74,17621.6,2670.46,29673
20230101T000000.200000,6,30,207.573,207.085,-62.7977,0,0,0,102.446,-35.0251,11.5779,102.61,11.5507,140.36
20230101T000000.200000,4,15,207.319,208.906,-62.8229,1.94989,-1.6175,0.0442388,103.896,-31.8173,9.73114,92.2029,11.6822,132.865
20230101T000000.200000,3,19,1127.34,-1535.44,254.222,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,20,7800.77,-9187.81,871.815,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,21,5750.63,-5087.68,-2612.41,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,22,9488.54,-2498.47,-56.7491,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,23,1299.42,168.486,-16.0291,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,24,4221.56,67.1556,322.077,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,25,5495.49,1316.11,-433.862,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,26,2045.68,519.876,-310.796,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,27,5557.07,2686.89,897.966,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,28,1095.6,1849.98,-262.603,0,0,0,2500,0,0,2500,0,2500
20230101T000000.200000,3,29,3293.38,2774.62,-602.812,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,6,31,2964.33,-1996.34,-645.867,0,0,0,6878.44,9130.58,3054.01,14287.2,-2056.74,20438.3
20230101T000000.300000,6,32,1709.61,-1809.66,-359.834,0,0,0,5367.07,4815.39,978.057,4819.01,-1035.3,9917.53
20230101T000000.300000,6,33,3132.65,-1901.66,-487.215,0,0,0,6109.6,9335.23,2434.89,15820.8,-1478.09,21488.8
20230101T000000.300000,6,34,6761.22,-7137.35,3101.65,0,0,0,88814.3,69497.6,-33540.8,81285.7,35406.7,154655
20230101T000000.300000,6,35,8499.28,-7603.28,-2188.33,0,0,0,96786.1,99557.8,29749.9,119014,-26613.6,208079
20230101T000000.300000,6,36,169.708,-96.8717,2.97371,0,0,0,63.2858,-1.2501,0.0381879,61.8093,-0.0217982,61.1105
20230101T000000.300000,6,37,232.716,-332.729,-30.0994,0,0,0,198.518,93.3152,8.5031,130.366,-12.1574,264.134
20230101T000000.300000,6,38,5794.8,-4139.12,-798.233,0,0,0,28128.6,37864.5,7395.19,54093.3,-5282.25,81140
20230101T000000.300000,6,39,4011.05,-1581.93,-187.096,0,0,0,4107.74,10111.4,1198.14,25757.8,-472.537,29745.7
20230101T000000.300000,6,40,9319.49,-2504.6,-3080.36,0,0,0,24250.2,33526.7,45914,139991,-12339.3,149007
20230101T000000.300000,6,41,154.746,-118.437,14.8272,0,0,0,62.792,-1.55664,0.173622,61.9495,-0.132884,61.1265
20230101T000000.300000,6,42,840.159,-231.275,42.1579,0,0,0,147.578,293.827,-53.6926,1134.08,14.7803,1215.12
20230101T000000.300000,6,43,8571.62,-3226.55,-886.441,0,0,0,17813.8,43815.4,12151.4,117720,-4574.07,134214
20230101T000000.300000,6,44,8916.79,6603.79,985.825,0,0,0,70821.3,-93441.3,-14060.1,127788,-10412.9,196991
20230101T000000.300000,6,45,5423.92,2505.91,-1733.61,0,0,0,14058.8,-19893.7,15029.2,47926.6,6943.64,57122.6
20230101T000000.300000,6,46,5376.42,3280.86,231.973,0,0,0,17331.7,-28156.1,-1993.49,46290.2,-1216.49,63472
20230101T000000.300000,6,47,1782.86,2132.87,167.193,0,0,0,7323.27,-6030.79,-474.472,5149.6,-567.622,12364.6
20230101T000000.300000,6,48,2060.67,2534.04,-393.512,0,0,0,10397.9,-8202.77,1292.65,6981.31,1589.58,17069.3
20230101T000000.300000,6,49,10151.2,4490.8,936.532,0,0,0,33494.4,-72396.4,-15206.2,165115,-6727.07,197143
20230101T000000.300000,6,50,6803.03,4932.98,66.5347,0,0,0,38981.5,-53661,-723.81,74074.5,-524.846,112985
20230101T000000.300000,6,51,225.223,187.816,-62.7948,0,0,0,96.2549,-34.4781,12.565,108.848,10.4781,140.406
20230101T000000.300000,6,52,4413.51,8214.57,655.618,0,0,0,108135,-57694.8,-4627.6,31749.5,-8613.04,139133
20230101T000000.300000,6,53,3327.06,3700.23,1247.7,0,0,0,23047.2,-18429.1,-6631.78,19121.5,-7375.61,39621.4
20230101T000000.300000,4,15,217.557,198.192,-62.8496,17.2943,-20.5419,0.434434,57.5144,-17.3332,5.54259,55.0465,5.96126,75.1061
20230101T000000.300000,3,30,2964.33,-1996.34,-645.867,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,31,1709.61,-1809.66,-359.834,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,32,3132.65,-1901.66,-487.215,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,33,6761.22,-7137.35,3101.65,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,34,8499.28,-7603.28,-2188.33,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,35,169.708,-96.8717,2.97371,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,36,232.716,-332.729,-30.0994,0,0,0,2500,0,0,2500,0,2500
20230101T000000.300000,3,37,5794.8,-4139.12,-798.233,0,0,0,2500,0,0,2500,0,2500
