20230101T000000.100000,6,0,8395.93,-7886.01,1183.3,0,0,0,100727,104787,-15891.2,113866,14926,212290,8.91321e+18
20230101T000000.100000,6,1,3088.34,-2499.33,368.98,0,0,0,10164.6,12212.5,-1818.67,15371.8,1471.82,25255.7,1.58692e+19
20230101T000000.100000,6,2,574.232,-479.929,-34.0753,0,0,0,407.227,408.604,29.0761,554.617,-24.3011,896.25,1.10541e+19
20230101T000000.100000,6,3,2826.9,179.833,80.4749,0,0,0,125.755,-808.687,-362.179,12786.5,-23.04,12838,1.6277e+19
20230101T000000.100000,6,4,7494.76,1543.82,-187.766,0,0,0,3928.9,-18489.1,2250.08,89879.2,463.487,93687.7,1.35872e+19
20230101T000000.100000,6,5,9761.56,-440.858,-39.615,0,0,0,377.344,6882.55,618.468,152461,-27.9317,152772,1.20632e+19
20230101T000000.100000,6,6,1462.31,947.158,34.54,0,0,0,1481.79,-2186,-79.7487,3440.84,-51.6543,4856.77,2.90525e+19
20230101T000000.100000,6,7,6619,2796.54,-809.467,0,0,0,13456.2,-29218,8566.02,70266.3,3619.16,82611.7,9.36107e+18
20230101T000000.100000,6,8,5211.18,1372.5,-799.467,0,0,0,4028.89,-11176.5,6656.88,43520.6,1753.27,46465.6,1.23662e+20
20230101T000000.100000,6,9,2332.28,2684.95,269.062,0,0,0,11611.5,-9930.42,-1000.89,8805.51,-1152.23,20237.9,5.71867e+18
20230101T000000.100000,6,10,187.328,225.849,-61.9889,0,0,0,109.088,-34.5663,10.3167,96.0845,12.4381,140.493,6.59827e+26
20230101T000000.100000,6,11,3580.92,3356.79,648.713,0,0,0,18420.7,-18865.3,-3710.71,20861.1,-3478.46,38546.7,1.6983e+19
20230101T000000.100000,3,0,8395.93,-7886.01,1183.3,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,1,3088.34,-2499.33,368.98,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,2,574.232,-479.929,-34.0753,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,3,2826.9,179.833,80.4749,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,4,7494.76,1543.82,-187.766,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,5,9761.56,-440.858,-39.615,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,6,1462.31,947.158,34.54,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,7,6619,2796.54,-809.467,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,8,5211.18,1372.5,-799.467,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,9,2332.28,2684.95,269.062,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,10,187.328,225.849,-61.9889,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.100000,3,11,3580.92,3356.79,648.713,0,0,0,2500,0,0,2500,0,2500,0
20230101T000000.200000,6,12,1686.69,-1272.37,-296.33,0,0,0,2719.83,3336.03,792.68,4625.61,-597.965,7143.41,2.54545e+19
20230101T000000.200000,6,13,802.652,-1118.64,143.921,0,0,0,2034.94,1390.92,-180.971,1094.47,252.215,3033.65,1.21157e+19
20230101T000000.200000,6,14,4848.4,-3739.5,-698.544,0,0,0,22903.3,28600.8,5413.21,37926,-4175.12,59986.1,4.00833e+19
20230101T000000.200000,6,15,2610.22,-1073.67,-253.42,0,0,0,1986.6,4425.51,1053.1,10925.2,-433.173,12746.1,1.09292e+19
20230101T000000.200000,6,16,2986.5,-1814.35,-222.266,0,0,0,5371.25,8606.3,1058.61,14309.2,-643.121,19537.9,1.43577e+19
20230101T000000.200000,6,17,3994.94,-865.749,-30.3325,0,0,0,1261.77,5520.23,193.418,25538.2,-41.9159,26734.5,2.06256e+19
20230101T000000.200000,6,18,6129.36,-1534.88,-66.3029,0,0,0,3836.2,15035.8,649.58,60114.7,-162.664,63879.9,1.70093e+19
20230101T000000.200000,6,19,10862.3,1121.46,-833.601,0,0,0,3175.33,-19370.5,14482.9,188795,1495.26,190795,8.63423e+19
