20230101T000000.100000,6,0,2155.99,-1820.38,134.739,0,0,0,5356.31,6233.76,-462.462,7475.91,390.474,12739.5,2.46334e+18
20230101T000000.100000,6,1,2181.12,-2054.38,-44.5127,0,0,0,6788.35,7135.84,154.648,7643.21,-145.662,14364.4,1.00471e+18
20230101T000000.100000,6,2,1167.29,-829.612,-55.999,0,0,0,1147,1516.9,102.551,2203.25,-72.8843,3281.43,8.71109e+17
20230101T000000.100000,6,3,2785.8,-2525.45,120.637,0,0,0,10252.5,11213.2,-536.193,12456.4,486.082,22621.8,6.52032e+17
20230101T000000.100000,6,4,7168.71,-8694.82,-143.196,0,0,0,120999,99681.5,1641.94,82282.3,-1991.48,203184,8.24961e+17
20230101T000000.100000,6,5,3490.7,-2682.06,-309.529,0,0,0,11645.9,14874.8,1725.21,19576.5,-1325.55,31005.8,7.15661e+18
20230101T000000.100000,6,6,9802.29,-6708.89,498.849,0,0,0,72329.4,105005,-7821.56,153883,5353.24,225751,1.26795e+18
20230101T000000.100000,6,7,788.035,-538.571,-110.549,0,0,0,520.469,640.532,133.348,1019.93,-91.1345,1458.54,2.31967e+18
20230101T000000.100000,6,8,5454.57,-5438.79,1007.75,0,0,0,48175,46622.1,-8789.14,48445.2,8763.71,94933.4,1.42634e+18
20230101T000000.100000,6,9,4971.81,-6754.72,524.225,0,0,0,73178.9,53492.8,-4167.79,39876.8,5662.38,112553,1.07677e+18
20230101T000000.100000,6,10,5531.69,-5296.63,-1567.12,0,0,0,46968.9,44885.4,13861.1,50868.2,-13272.1,93848.8,1.52748e+18
20230101T000000.100000,6,11,3254.3,-4860.59,398.088,0,0,0,37898.7,25161.8,-2070.39,17163.8,3092.3,54745.5,1.08881e+18
20230101T000000.100000,6,12,4510.81,-4536.55,815.578,0,0,0,33488.9,32178,-5880.6,33122.6,5914.17,65485.3,8.18271e+17
20230101T000000.100000,6,13,7329.52,-5148.62,54.0456,0,0,0,42459.3,60346.8,-633.49,85977.7,444.995,128368,6.00122e+17
20230101T000000.100000,6,14,3847.51,-5819.85,-180.54,0,0,0,54228.4,35773.7,1110.5,23766.1,-1679.77,77878.5,2.85808e+18
20230101T000000.100000,6,15,3269.87,-3855.93,305.57,0,0,0,23878.3,20068.3,-1596.19,17231.3,1882.27,40896.7,6.42174e+17
20230101T000000.100000,6,16,3752.14,-3422.56,1014.4,0,0,0,19674.5,19696.7,-6080.8,23301.4,5546.67,41270.4,6.81369e+17
